SYMBOL,basal.pregnant,basal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LC,MCL1.LD,MCL1.DG,MCL1.DH,MCL1.LE,MCL1.LF,MCL1.LA CPM,MCL1.LB CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.LE CPM,MCL1.LF CPM
Nmral1,0,-1.32340779092553,0.0000976551494923635,2.55664403629653,0.00000566262613046708,250,250,98,85,32,30,179,104,159,160,116,127,12.260,11.516,4.066,3.750,1.486,1.499,8.048,4.730,6.845,7.347,4.692,5.151
D10Wsu102e,0,-1.07953943020224,0.0000976795127519612,6.9584625074672,0.00000567482065695378,3353,3110,3446,2147,1135,1094,2921,2222,2395,2148,3511,3750,164.426,143.264,142.983,94.726,52.719,54.658,131.330,101.054,103.110,98.632,142.009,152.085
Snora65,0,-1.22759436343069,0.0000976795127519612,1.98329328866149,0.00000567207534970255,128,105,146,148,61,46,74,53,159,121,31,30,6.277,4.837,6.058,6.530,2.833,2.298,3.327,2.410,6.845,5.556,1.254,1.217
Cspg5,0,-1.79098236141309,0.0000976795127519612,1.58115388548257,0.00000567180687742165,33,48,105,83,29,17,247,117,54,59,6,8,1.618,2.211,4.357,3.662,1.347,0.849,11.105,5.321,2.325,2.709,0.243,0.324
Klf8,0,1.27802185943784,0.0000980980477482063,1.76948817558549,0.00000570635466683521,66,85,56,74,133,137,25,36,179,150,6,3,3.237,3.916,2.324,3.265,6.178,6.845,1.124,1.637,7.706,6.888,0.243,0.122
Mchr1,0,-2.73998728747171,0.0000981231402401175,0.268536296742051,0.00000571401962530742,61,40,49,54,9,4,1,2,19,75,2,3,2.991,1.843,2.033,2.382,0.418,0.200,0.045,0.091,0.818,3.444,0.081,0.122
Gm9320,0,-1.54319067412082,0.000100165819092163,3.44558551841858,0.00000584397436377909,610,583,86,69,25,20,488,438,72,153,199,188,29.914,26.856,3.568,3.044,1.161,0.999,21.941,19.920,3.100,7.025,8.049,7.625
Ehf,0,-1.06181318553254,0.00010057126757241,6.60791991807093,0.00000587982428244449,4024,4308,439,220,103,161,5947,5196,125,115,2146,1985,197.331,198.451,18.215,9.706,4.784,8.044,267.382,236.308,5.382,5.281,86.799,80.504
Nuggc,0,1.86208534332462,0.000101904003427118,-1.10871143041543,0.00000597648851918122,3,6,10,6,21,29,7,3,3,12,0,4,0.147,0.276,0.415,0.265,0.975,1.449,0.315,0.136,0.129,0.551,0.000,0.162
Gm6377,0,1.24650973369215,0.000102618767429516,-0.429528786675759,0.00000602595948406889,6,4,18,21,29,50,7,4,22,21,0,0,0.294,0.184,0.747,0.927,1.347,2.498,0.315,0.182,0.947,0.964,0.000,0.000
Ccn4,0,-1.60538926572544,0.000103226748629073,1.92237709805378,0.00000607685337232854,10,14,276,202,77,56,4,11,149,253,12,8,0.490,0.645,11.452,8.912,3.577,2.798,0.180,0.500,6.415,11.617,0.485,0.324
Efhd2,0,-1.28158544852971,0.000104049396255641,8.60764952897213,0.00000612911009990364,15864,16978,10009,10470,4351,2864,15728,15375,6567,9369,2776,1942,777.948,782.103,415.298,461.938,202.096,143.090,707.143,699.237,282.724,430.207,112.280,78.760
Samd4,0,1.11951226976119,0.000104212524519361,4.67545426896107,0.00000614255359947078,123,86,716,1015,1941,1304,15,15,1323,842,5,2,6.032,3.962,29.709,44.782,90.156,65.150,0.674,0.682,56.958,38.663,0.202,0.081
4831440E17Rik,0,1.32700478330172,0.000105423044508603,0.139119110029457,0.00000622166243760992,22,14,21,14,41,34,9,19,30,37,17,20,1.079,0.645,0.871,0.618,1.904,1.699,0.405,0.864,1.292,1.699,0.688,0.811
Ephb2,0,-1.04723889440117,0.000106806392345952,3.17244557288786,0.00000630723204368274,8,16,878,534,316,260,4,4,310,286,4,5,0.392,0.737,36.430,23.560,14.678,12.990,0.180,0.182,13.346,13.133,0.162,0.203
Rapgef4,0,1.17726182626117,0.000107024443616673,1.91480520529292,0.00000632404637581872,84,81,81,107,173,191,19,26,110,105,28,23,4.119,3.731,3.361,4.721,8.036,9.543,0.854,1.182,4.736,4.821,1.133,0.933
Rnf182,0,4.14552797151066,0.000108826219756679,-1.70286114518624,0.00000643852096724459,1,0,1,0,9,10,5,3,17,10,2,3,0.049,0.000,0.041,0.000,0.418,0.500,0.225,0.136,0.732,0.459,0.081,0.122
Lrrc32,0,-1.30969181319538,0.000109474161481475,3.41145265308409,0.00000648088324896773,243,359,285,378,102,127,48,48,646,946,20,9,11.916,16.538,11.825,16.677,4.738,6.345,2.158,2.183,27.812,43.439,0.809,0.365
Myh1,0,2.64155694993377,0.000112135894660057,-1.57405210537554,0.00000667172853454757,3,1,4,2,13,20,2,2,10,11,0,1,0.147,0.046,0.166,0.088,0.604,0.999,0.090,0.091,0.431,0.505,0.000,0.041
Frmpd4,0,2.14264210453567,0.000112135894660057,0.743871566317509,0.00000667971645221064,1,1,4,14,32,37,0,1,225,123,11,6,0.049,0.046,0.166,0.618,1.486,1.849,0.000,0.045,9.687,5.648,0.445,0.243
Gm20752,0,-1.33329716410353,0.000112896911410112,2.88389436970531,0.00000672920256390525,7,5,582,788,271,197,2,0,87,139,10,8,0.343,0.230,24.149,34.767,12.587,9.842,0.090,0.000,3.746,6.383,0.404,0.324
Slc38a1,0,-1.39064351190727,0.000113355082700247,3.88951831529364,0.0000067648531638324,1397,1487,184,85,48,38,331,170,273,295,87,96,68.507,68.500,7.635,3.750,2.230,1.899,14.882,7.731,11.753,13.546,3.519,3.893
Ddx31,0,-1.03170023900797,0.000119751827649708,2.98441109138445,0.00000716863106023309,274,313,221,147,76,76,250,206,234,204,83,111,13.437,14.419,9.170,6.486,3.530,3.797,11.240,9.369,10.074,9.367,3.357,4.502
Zbtb46,0,-1.27803775804166,0.000122237375223725,2.06722221313959,0.00000733541186172764,201,176,144,116,56,35,109,83,129,109,10,19,9.857,8.108,5.975,5.118,2.601,1.749,4.901,3.775,5.554,5.005,0.404,0.771
Ndrg1,0,-1.02572384575375,0.000123014061140544,9.35132130517268,0.00000740012472735531,16117,19455,7546,6382,3330,2490,23758,26540,7454,10625,17958,18567,790.355,896.207,313.102,281.575,154.673,124.404,1068.178,1207.009,320.911,487.880,726.344,753.002
Oacyl,0,-1.8590068319763,0.000123029664468938,1.53386614422841,0.000007410116661233,119,120,76,37,11,15,45,57,131,146,17,31,5.836,5.528,3.153,1.632,0.511,0.749,2.023,2.592,5.640,6.704,0.688,1.257
Oit3,0,-1.28533262213432,0.000124566328344309,1.94941055115262,0.00000751641997441655,2,6,314,278,94,112,18,11,90,106,27,11,0.098,0.276,13.029,12.265,4.366,5.596,0.809,0.500,3.875,4.867,1.092,0.446
Ppl,0,1.02396672688082,0.000124566328344309,6.96223823937022,0.00000751512440374176,4582,6298,1464,1499,2574,2565,6694,7036,986,789,327,367,224.695,290.121,60.745,66.136,119.558,128.151,300.967,319.989,42.449,36.229,13.226,14.884
Cluh,0,-1.01511516576963,0.000125207221386948,6.90927244112576,0.00000756059955808895,3283,3149,3659,2766,1378,1313,3945,3199,3463,2657,1707,2142,160.994,145.061,151.821,122.036,64.006,65.600,177.370,145.487,149.090,122.004,69.043,86.871
Procr,0,-1.30422723451201,0.000125207221386948,4.37307101765879,0.00000756867438951338,162,330,698,955,321,255,98,121,1235,1934,66,55,7.944,15.202,28.962,42.135,14.910,12.740,4.406,5.503,53.169,88.806,2.669,2.231
Catsper4,0,1.32845232116969,0.000126672151801651,0.126951944506102,0.00000767611148376761,25,34,16,18,43,30,23,31,18,25,8,7,1.226,1.566,0.664,0.794,1.997,1.499,1.034,1.410,0.775,1.148,0.324,0.284
Spsb2,0,1.15479123450386,0.000128172802160603,2.51099029321035,0.00000778119590731794,172,263,74,68,129,140,148,171,101,83,88,91,8.435,12.115,3.070,3.000,5.992,6.995,6.654,7.777,4.348,3.811,3.559,3.691
Kcnj14,0,-1.49979696629078,0.000128317916568608,0.71572600629053,0.00000779472682051478,37,50,64,40,19,12,16,14,87,104,2,2,1.814,2.303,2.656,1.765,0.883,0.600,0.719,0.637,3.746,4.775,0.081,0.081
Snord96a,0,-1.06944604027717,0.000128401316487961,2.51950306886744,0.00000780451726840988,167,135,232,191,90,81,111,96,209,185,41,64,8.189,6.219,9.626,8.427,4.180,4.047,4.991,4.366,8.998,8.495,1.658,2.596
Snord19,0,-1.3691209040312,0.000133459573715174,0.434509363973607,0.00000814143173846566,40,23,64,46,22,14,10,12,55,42,11,16,1.962,1.060,2.656,2.030,1.022,0.699,0.450,0.546,2.368,1.929,0.445,0.649
Plb1,0,-1.39713302840132,0.000133619462828442,4.35628040914511,0.00000816593427859897,1776,1785,78,53,24,18,1283,838,76,81,45,15,87.092,82.227,3.236,2.338,1.115,0.899,57.685,38.111,3.272,3.719,1.820,0.608
Cd82,0,-1.25014683084438,0.000136487990124082,7.31572485666992,0.0000083563050725366,6547,6798,524,270,144,136,8197,6976,459,392,4417,4353,321.055,313.154,21.742,11.912,6.689,6.795,368.544,317.260,19.761,18.000,178.654,176.540
Cystm1,0,-1.77130714710588,0.000140038093693132,3.29019578311819,0.00000858396056119641,789,943,38,31,8,9,245,275,84,56,146,146,38.691,43.440,1.577,1.368,0.372,0.450,11.015,12.507,3.616,2.571,5.905,5.921
Ccdc88b,0,-1.84330386934428,0.000140449862267503,3.4331012617294,0.00000861953604850049,148,202,34,30,10,5,620,510,10,18,412,481,7.258,9.305,1.411,1.324,0.464,0.250,27.876,23.194,0.431,0.827,16.664,19.507
Camp,0,-3.74057930863642,0.000147129654374822,-1.87234437766785,0.00000906737448316076,0,1,20,15,1,1,1,1,7,5,0,0,0.000,0.046,0.830,0.662,0.046,0.050,0.045,0.045,0.301,0.230,0.000,0.000
4930413F20Rik,0,1.91006463856153,0.000150124593778579,-0.46398296213089,0.00000927404220001597,7,7,8,4,18,21,19,25,7,5,30,20,0.343,0.322,0.332,0.176,0.836,1.049,0.854,1.137,0.301,0.230,1.213,0.811
Lbp,0,-1.3721749853846,0.000150937858263014,7.48640815832607,0.00000933538907760132,2939,3655,383,493,142,148,3271,4149,861,1274,8994,10302,144.124,168.370,15.892,21.751,6.596,7.394,147.067,188.692,37.068,58.500,363.779,417.807
Pex5l,0,-1.52867408681727,0.000151128728604509,-0.82440281601074,0.00000935275475598014,1,6,34,31,9,10,1,0,16,26,0,0,0.049,0.276,1.411,1.368,0.418,0.500,0.045,0.000,0.689,1.194,0.000,0.000
Cd59b,0,1.22315141869685,0.0001536650985905,3.02387723758155,0.00000952668203852212,113,137,177,212,441,338,135,229,144,118,80,60,5.541,6.311,7.344,9.353,20.484,16.887,6.070,10.415,6.200,5.418,3.236,2.433
Acot4,0,-1.81772071653399,0.000159625756145241,1.01863478300481,0.00000993733321305964,42,56,36,27,7,8,127,103,10,16,40,46,2.060,2.580,1.494,1.191,0.325,0.400,5.710,4.684,0.431,0.735,1.618,1.866
Cyp2f2,0,-3.81974009125151,0.000160873602173652,2.65238369125343,0.0000100268546334364,75,325,22,15,2,0,379,419,2,8,181,149,3.678,14.971,0.913,0.662,0.093,0.000,17.040,19.056,0.086,0.367,7.321,6.043
Ppp2r2c,0,1.03375973057022,0.000161875893205671,-0.0482989146006212,0.0000101012367959387,0,2,21,38,47,56,3,4,49,24,0,1,0.000,0.092,0.871,1.677,2.183,2.798,0.135,0.182,2.110,1.102,0.000,0.041
Olfm2,0,-1.84359391913261,0.000161893972449114,0.0441983821333192,0.0000101142781271789,15,10,73,26,17,6,11,8,39,57,2,3,0.736,0.461,3.029,1.147,0.790,0.300,0.495,0.364,1.679,2.617,0.081,0.122
Krtap16-1,0,-4.08861674395488,0.000162532536655221,-1.7448640372072,0.0000101661323931666,0,0,17,27,1,1,0,0,6,7,0,0,0.000,0.000,0.705,1.191,0.046,0.050,0.000,0.000,0.258,0.321,0.000,0.000
Dleu2,0,1.12446450766167,0.000164452577025096,0.97631285386978,0.0000103104305254337,42,45,36,34,60,70,50,43,38,34,32,28,2.060,2.073,1.494,1.500,2.787,3.497,2.248,1.956,1.636,1.561,1.294,1.136
Slc25a21,0,1.12432630413899,0.000166819735684054,0.614143879542998,0.0000104772540863416,0,0,67,61,138,100,1,1,16,14,0,0,0.000,0.000,2.780,2.691,6.410,4.996,0.045,0.045,0.689,0.643,0.000,0.000
Arhgdib,0,-1.17745438886759,0.000167262435954555,2.80624759063166,0.0000105112123555091,38,57,516,341,175,145,99,80,160,212,75,46,1.863,2.626,21.410,15.045,8.128,7.244,4.451,3.638,6.888,9.735,3.034,1.866
Krt84,0,1.42415623384322,0.000167334258100402,-0.94431343760442,0.0000105218825966219,5,4,17,10,37,25,4,0,9,9,0,0,0.245,0.184,0.705,0.441,1.719,1.249,0.180,0.000,0.387,0.413,0.000,0.000
Xylt1,0,-1.19312896530523,0.000167649578996853,2.47240819334638,0.0000105540464941174,4,7,181,133,52,64,294,202,143,135,126,95,0.196,0.322,7.510,5.868,2.415,3.198,13.218,9.187,6.156,6.199,5.096,3.853
Ankrd33b,0,-1.49742403390139,0.000168260820305813,4.15031217809477,0.0000106049076560528,754,707,56,70,20,18,531,867,67,87,617,547,36.975,32.568,2.324,3.088,0.929,0.899,23.874,39.430,2.884,3.995,24.956,22.184
Gxylt2,0,-2.89265984216931,0.000168260820305813,-0.700897373188117,0.0000106007835493801,1,2,14,14,1,2,6,2,53,51,2,1,0.049,0.092,0.581,0.618,0.046,0.100,0.270,0.091,2.282,2.342,0.081,0.041
Flnb,0,1.0340675789709,0.000169650778586027,7.67661146882949,0.0000106987539827238,4841,5302,2843,2898,5277,4758,5145,5556,5785,5221,3124,3726,237.396,244.240,117.963,127.860,245.107,237.717,231.323,252.681,249.057,239.739,126.356,151.111
Tmem176a,0,-1.06595878039589,0.000169803863291399,7.30767055583828,0.0000107146556365116,4023,3178,4970,4442,2010,1814,6052,5952,2279,1919,2872,2327,197.282,146.397,206.218,195.982,93.361,90.630,272.103,270.690,98.116,88.117,116.163,94.374
Gsn,0,1.63431893029281,0.00017626213570226,8.04994301902387,0.0000111481147677319,4533,8205,3397,6551,11393,15302,613,799,12341,14320,501,614,222.292,377.969,140.950,289.031,529.185,764.512,27.561,36.338,531.307,657.548,20.264,24.901
Clca2,0,1.20157858307506,0.000176663984729632,2.22259543565848,0.0000111800306757043,14,15,55,56,120,98,68,87,24,27,233,276,0.687,0.691,2.282,2.471,5.574,4.896,3.057,3.957,1.033,1.240,9.424,11.193
Sgo1,0,-1.65192109715568,0.000177358095103928,0.9194943274365,0.0000112629959373161,56,49,47,35,15,7,36,25,38,38,80,56,2.746,2.257,1.950,1.544,0.697,0.350,1.619,1.137,1.636,1.745,3.236,2.271
Tmem150c,0,-1.41068351899406,0.000177358095103928,1.56526605823494,0.0000112660946718923,1,0,141,167,52,47,0,1,260,169,0,0,0.049,0.000,5.850,7.368,2.415,2.348,0.000,0.045,11.194,7.760,0.000,0.000
Sorcs3,0,-1.13532749193949,0.000179229631983002,-0.374945012985035,0.0000114017452334012,0,0,35,86,27,20,1,0,3,15,2,1,0.000,0.000,1.452,3.794,1.254,0.999,0.045,0.000,0.129,0.689,0.081,0.041
Cdc45,0,-1.4554050171346,0.000179379260978772,3.18123373419653,0.0000114187844956669,260,330,199,152,44,64,267,102,306,261,232,207,12.750,15.202,8.257,6.706,2.044,3.198,12.005,4.639,13.174,11.985,9.384,8.395
Arid3a,0,-1.17506405561065,0.000179488012121048,3.47165732916598,0.0000114420797934645,277,338,317,290,134,95,310,489,301,352,107,78,13.584,15.570,13.153,12.795,6.224,4.746,13.938,22.239,12.959,16.163,4.328,3.163
Mettl1,0,-1.19105492060738,0.000183120265776123,3.43437938420668,0.000011703149551239,423,349,183,131,47,69,362,232,339,232,253,251,20.743,16.077,7.593,5.780,2.183,3.447,16.276,10.551,14.595,10.653,10.233,10.180
Rufy4,0,-1.11728715064815,0.000184312814996547,1.38490489202565,0.0000117929278221787,19,28,184,134,64,60,13,11,93,94,13,6,0.932,1.290,7.635,5.912,2.973,2.998,0.584,0.500,4.004,4.316,0.526,0.243
Fam219aos,0,1.02614674978579,0.000186601949816329,0.458574159858583,0.0000119758447881597,17,11,35,41,64,68,6,11,53,46,5,2,0.834,0.507,1.452,1.809,2.973,3.397,0.270,0.500,2.282,2.112,0.202,0.081
Lockd,0,-2.41126149099328,0.000186601949816329,0.61666689831099,0.0000119805880433236,48,67,37,27,5,5,72,25,19,23,44,24,2.354,3.086,1.535,1.191,0.232,0.250,3.237,1.137,0.818,1.056,1.780,0.973
Stox1,0,-1.19253475234657,0.000186752861266814,2.26619717018343,0.0000119971483782279,4,3,382,490,163,164,2,0,75,68,0,0,0.196,0.138,15.850,21.619,7.571,8.194,0.090,0.000,3.229,3.122,0.000,0.000
Ubash3b,0,-1.73437784447122,0.000190881688671725,2.54697080841542,0.0000122904799726082,52,95,471,398,160,63,54,49,89,172,26,25,2.550,4.376,19.543,17.560,7.432,3.148,2.428,2.228,3.832,7.898,1.052,1.014
M1ap,0,-1.46715545615603,0.000195091789623261,1.02117027786936,0.0000125687377618871,4,10,165,153,62,36,4,10,35,56,6,7,0.196,0.461,6.846,6.750,2.880,1.799,0.180,0.455,1.507,2.571,0.243,0.284
Pygl,0,1.2852243749125,0.000195747034376734,2.54163190177825,0.000012618153877186,49,63,45,36,88,80,63,82,96,134,320,300,2.403,2.902,1.867,1.588,4.087,3.997,2.833,3.729,4.133,6.153,12.943,12.167
Aspm,0,-1.41975361126072,0.000198817505070241,2.86047548575474,0.0000128663854957098,203,251,210,133,55,53,150,72,249,283,193,119,9.955,11.562,8.713,5.868,2.555,2.648,6.744,3.274,10.720,12.995,7.806,4.826
Kif9,0,1.27585278325995,0.000199002848026506,1.38756982914975,0.0000128866040886954,101,70,40,46,91,87,21,20,109,85,22,20,4.953,3.225,1.660,2.030,4.227,4.347,0.944,0.910,4.693,3.903,0.890,0.811
Chst9,0,1.59169183305864,0.000199207359649874,0.461643747583571,0.0000129071768771268,46,33,17,16,39,46,1,7,64,98,0,0,2.256,1.520,0.705,0.706,1.811,2.298,0.045,0.318,2.755,4.500,0.000,0.000
Egfros,0,1.03667806909075,0.000201024041357215,1.29336942664361,0.0000130470734373644,0,5,96,105,177,175,6,1,48,41,1,0,0.000,0.230,3.983,4.633,8.221,8.743,0.270,0.045,2.067,1.883,0.040,0.000
Gipc2,0,-1.72685986422364,0.000202299665896024,3.50924453924778,0.0000131373085951096,1482,1811,40,27,8,9,15,11,84,85,29,21,72.675,83.425,1.660,1.191,0.372,0.450,0.674,0.500,3.616,3.903,1.173,0.852
Sgms2,0,-1.40757278819858,0.000203222967772957,5.83381556002361,0.0000132122220852428,3747,4639,959,1697,536,333,1295,1489,777,1368,254,164,183.748,213.699,39.791,74.872,24.896,16.637,58.224,67.718,33.452,62.816,10.273,6.651
Zfp738,0,1.21843940461911,0.00020712241969793,1.59855401382562,0.0000134809801849089,95,124,39,47,83,88,51,48,73,50,57,50,4.659,5.712,1.618,2.074,3.855,4.397,2.293,2.183,3.143,2.296,2.305,2.028
Gsta4,0,-1.09700104786608,0.000209415820574633,4.21193137713754,0.0000136610710430415,469,264,657,573,268,221,628,895,273,260,250,209,22.999,12.161,27.261,25.281,12.448,11.042,28.235,40.704,11.753,11.939,10.112,8.476
Zfp423,0,-1.15067408216133,0.000212076950246739,2.88964105158558,0.0000138424706478426,20,31,645,556,223,236,25,22,129,211,14,5,0.981,1.428,26.763,24.531,10.358,11.791,1.124,1.001,5.554,9.689,0.566,0.203
Pacrg,0,1.44577435731081,0.000215033540813903,-0.291769121347051,0.0000140591854750471,20,11,6,18,31,25,3,1,57,29,3,1,0.981,0.507,0.249,0.794,1.440,1.249,0.135,0.045,2.454,1.332,0.121,0.041
1110032F04Rik,0,-3.09201828430921,0.00021529241650002,0.288435147635943,0.0000140884908473405,50,38,43,20,4,2,82,16,33,22,3,6,2.452,1.750,1.784,0.882,0.186,0.100,3.687,0.728,1.421,1.010,0.121,0.243
Gm16144,0,1.33622917276539,0.00021529241650002,1.63680584542117,0.0000140950411600118,190,189,36,52,112,79,26,33,78,77,1,3,9.317,8.706,1.494,2.294,5.202,3.947,1.169,1.501,3.358,3.536,0.040,0.122
Fam166b,0,1.51705915809666,0.000216396156087465,-0.936283435945496,0.0000141801226679339,7,10,11,11,36,18,3,1,12,10,0,2,0.343,0.461,0.456,0.485,1.672,0.899,0.135,0.045,0.517,0.459,0.000,0.081
Krt71,0,-1.47433326471611,0.000218523921235981,0.902858747365628,0.0000143275921719901,1,0,123,82,21,41,0,0,123,122,0,0,0.049,0.000,5.104,3.618,0.975,2.048,0.000,0.000,5.295,5.602,0.000,0.000
Rflna,0,-1.25099549670869,0.000218926221147133,1.64534324666237,0.0000143620240739298,26,16,186,242,76,78,9,10,113,109,4,2,1.275,0.737,7.718,10.677,3.530,3.897,0.405,0.455,4.865,5.005,0.162,0.081
B4galnt3,0,-1.98132021040335,0.000219346857955986,1.73000824439828,0.0000144038388352319,90,149,69,26,12,8,149,139,75,61,57,50,4.413,6.864,2.863,1.147,0.557,0.400,6.699,6.322,3.229,2.801,2.305,2.028
Unc5cl,0,1.11351158352404,0.000220112534237445,2.70174243346064,0.0000144641446023797,346,387,60,72,117,127,192,158,32,50,121,96,16.967,17.827,2.490,3.177,5.434,6.345,8.632,7.186,1.378,2.296,4.894,3.893
Kcnf1,0,1.15832648090192,0.000220720705800977,-0.404937329678978,0.0000145122300771311,7,19,19,23,32,48,3,2,18,14,1,0,0.343,0.875,0.788,1.015,1.486,2.398,0.135,0.091,0.775,0.643,0.040,0.000
Hspb7,0,-1.50658969568805,0.000221325983644816,-0.639567346430018,0.0000145651024908217,0,2,30,34,11,8,2,2,35,32,0,0,0.000,0.092,1.245,1.500,0.511,0.400,0.090,0.091,1.507,1.469,0.000,0.000
Arl4d,0,-1.37775856925787,0.000224856650373444,8.17599662399961,0.0000148420777353824,5710,6897,16549,15328,6577,3905,8104,8878,3432,5364,1495,1037,280.010,317.715,686.659,676.274,305.490,195.100,364.362,403.761,147.755,246.305,60.468,42.057
Shc4,0,-1.05350252881136,0.000225211574667788,1.49003462679219,0.0000148737914025049,16,13,227,187,79,90,16,12,45,52,17,11,0.785,0.599,9.419,8.250,3.669,4.497,0.719,0.546,1.937,2.388,0.688,0.446
Krt16,0,-1.35855091031648,0.000230101889168128,5.23712815289803,0.0000152221640503438,456,572,2099,2820,985,668,172,253,1083,2233,9,6,22.362,26.350,87.093,124.419,45.752,33.374,7.733,11.506,46.625,102.535,0.364,0.243
Prelp,0,1.20931894665857,0.000231658085868547,7.22010465002807,0.0000153336361336884,1815,2049,2680,3696,5994,6666,51,66,10516,11759,31,49,89.005,94.389,111.200,163.068,278.411,333.044,2.293,3.002,452.736,539.951,1.254,1.987
Plet1os,0,-2.35441278890847,0.000243347480061679,1.9124776037963,0.0000162148087270209,206,215,17,26,6,1,185,189,7,10,75,60,10.102,9.904,0.705,1.147,0.279,0.050,8.318,8.596,0.301,0.459,3.034,2.433
Zfp874a,0,1.03849587595077,0.000244140401814138,2.0938996560242,0.0000162856083185192,141,148,77,65,125,123,107,88,121,85,45,39,6.914,6.818,3.195,2.868,5.806,6.145,4.811,4.002,5.209,3.903,1.820,1.582
Ddx21,0,-1.01194029193503,0.000244260820552648,7.78111754493814,0.0000163026280761803,6380,5784,8835,6813,3606,2974,4918,4331,8058,8018,1882,1945,312.866,266.444,366.586,300.591,167.492,148.586,221.117,196.969,346.914,368.172,76.121,78.881
Ccl6,0,-3.20557078544091,0.000248129944902903,-0.216212668665369,0.0000166065112689349,15,13,6,18,2,0,23,77,2,19,20,14,0.736,0.599,0.249,0.794,0.093,0.000,1.034,3.502,0.086,0.872,0.809,0.568
Dnase1l3,0,-4.3796004466078,0.000255889327087529,-1.73900760207176,0.0000171634807491286,1,0,15,15,0,1,9,6,1,9,2,0,0.049,0.000,0.622,0.662,0.000,0.050,0.405,0.273,0.043,0.413,0.081,0.000
Ifi27l2a,0,1.15644822835671,0.000257384800844131,-0.27434532849393,0.0000172921978859186,9,14,24,17,47,31,3,3,17,28,7,5,0.441,0.645,0.996,0.750,2.183,1.549,0.135,0.136,0.732,1.286,0.283,0.203
Adm2,0,-5.77150576839435,0.000259797180513024,-0.695257067249926,0.0000174638304866734,15,34,11,4,0,0,29,17,11,8,8,10,0.736,1.566,0.456,0.176,0.000,0.000,1.304,0.773,0.474,0.367,0.324,0.406
Muc20,0,-1.25758107065476,0.000266757534968033,4.64704813572691,0.0000179906016261233,948,1018,76,32,14,24,1368,1216,27,25,715,703,46.489,46.895,3.153,1.412,0.650,1.199,61.506,55.302,1.162,1.148,28.919,28.511
Gcnt4,0,-1.21845479150496,0.000271567321289709,2.84380021609447,0.0000183249739595028,749,838,111,110,55,26,11,4,170,144,1,0,36.730,38.603,4.606,4.853,2.555,1.299,0.495,0.182,7.319,6.612,0.040,0.000
