SYMBOL,luminal.pregnant,luminal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LC,MCL1.LD,MCL1.DG,MCL1.DH,MCL1.LE,MCL1.LF,MCL1.LA CPM,MCL1.LB CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.LE CPM,MCL1.LF CPM
Gadd45a,0,-1.91232129314992,1.06050263832765e-19,5.99798526047248,2.18117287179497e-21,2401,3052,1982,2244,1948,1449,1454,1180,1173,1478,244,190,117.742,140.592,82.238,99.006,90.481,72.394,65.373,53.665,50.500,67.867,9.869,7.706
Spc25,0,2.41470747769597,1.10103030445358e-19,2.75297064292777,2.26857857350897e-21,125,148,122,107,55,36,104,82,107,129,360,256,6.130,6.818,5.062,4.721,2.555,1.799,4.676,3.729,4.607,5.923,14.561,10.382
Rgs8,0,-2.71537886254934,1.11737221568638e-19,2.62943677917101,2.30636084109076e-21,0,2,42,16,4,2,680,660,5,9,58,69,0.000,0.092,1.743,0.706,0.186,0.100,30.573,30.016,0.215,0.413,2.346,2.798
Cgnl1,0,-1.58528147818506,1.12242251949753e-19,6.70894981469411,2.32091488265798e-21,6586,7073,1388,958,755,621,4504,3403,1937,1586,824,808,322.968,325.822,57.592,42.267,35.068,31.026,202.503,154.765,83.392,72.826,33.328,32.769
Hivep2,0,-1.84089286658536,1.13870126929382e-19,6.49836286778662,2.35876527691386e-21,1556,2266,4058,3790,3378,2492,1875,1565,2147,2529,327,269,76.304,104.385,168.376,167.215,156.902,124.504,84.301,71.174,92.433,116.127,13.226,10.910
Lactb2,0,1.59694960219841,1.1512928007803e-19,3.38900791798582,2.38908399735122e-21,293,332,135,122,180,177,201,182,141,119,344,377,14.368,15.294,5.601,5.383,8.361,8.843,9.037,8.277,6.070,5.464,13.914,15.290
Akirin2,0,-1.48990376407712,1.16972610044403e-19,5.12518969387689,2.43163930516529e-21,928,1036,754,558,604,629,1520,1453,824,625,375,284,45.508,47.724,31.285,24.619,28.055,31.426,68.340,66.081,35.475,28.699,15.168,11.518
Atg9b,0,2.89149327162199,1.24725970301639e-19,1.41460812842412,2.59740605580513e-21,175,143,10,12,6,5,31,22,17,9,124,121,8.582,6.587,0.415,0.529,0.279,0.250,1.394,1.001,0.732,0.413,5.015,4.907
Vamp4,0,1.67829359669064,1.26923282249089e-19,3.41639401850849,2.64783476342887e-21,181,208,218,216,248,235,159,152,242,233,287,333,8.876,9.582,9.045,9.530,11.519,11.741,7.149,6.913,10.419,10.699,11.608,13.505
Ephx1,0,-2.11655371752417,1.32293111242486e-19,6.50139402207232,2.76472597173303e-21,3277,2559,2776,3150,3492,3256,1092,1180,2680,3003,205,122,160.699,117.882,115.183,138.979,162.197,162.675,49.097,53.665,115.380,137.892,8.292,4.948
Gata2,0,-3.36254234451099,1.42665579522805e-19,1.33072516019601,2.98674398427007e-21,14,22,38,36,23,40,165,183,57,61,10,11,0.687,1.013,1.577,1.588,1.068,1.998,7.419,8.323,2.454,2.801,0.404,0.446
Usp43,0,-1.5993474875868,1.57413592674134e-19,4.0231167404733,3.30128951853476e-21,926,1092,103,83,24,26,783,876,137,122,178,164,45.410,50.304,4.274,3.662,1.115,1.299,35.204,39.839,5.898,5.602,7.200,6.651
Rarg,0,-1.62925543305313,1.6176458161152e-19,5.70179043251809,3.39849060304565e-21,1337,1809,1394,1264,1673,1728,780,755,2515,1830,146,163,65.565,83.333,57.840,55.768,77.708,86.334,35.069,34.337,108.276,84.030,5.905,6.611
Mpc2,0,1.40091927778402,1.6895812336509e-19,6.11071339986114,3.55583526122489e-21,912,950,743,715,696,651,1565,1974,650,606,2899,2958,44.723,43.762,30.829,31.546,32.328,32.525,70.364,89.775,27.984,27.826,117.255,119.965
Rab31,0,-1.74097979647403,1.7607010565253e-19,4.41882152946385,3.71198979134257e-21,489,449,778,762,756,760,290,290,793,734,57,51,23.980,20.683,32.281,33.620,35.115,37.971,13.039,13.189,34.140,33.704,2.305,2.068
Lpl,0,2.24939934771755,1.77870091507512e-19,9.28706899079842,3.75648230344428e-21,249,386,637,523,443,425,11564,15536,124,129,38566,42345,12.211,17.781,26.431,23.075,20.577,21.234,519.926,706.560,5.338,5.923,1559.872,1717.342
Paqr4,0,1.95902974546396,1.78529584439377e-19,3.58550223716182,3.77697895627661e-21,107,146,192,167,217,251,209,214,142,124,425,601,5.247,6.726,7.967,7.368,10.079,12.540,9.397,9.732,6.113,5.694,17.190,24.374
Rdh10,0,-1.78566054229182,1.81579511282955e-19,5.42339952109028,3.85443455281383e-21,541,760,1809,1253,1278,1388,620,609,2322,1860,114,108,26.530,35.010,75.060,55.283,59.361,69.347,27.876,27.697,99.967,85.408,4.611,4.380
Ecm1,0,-1.58149080160223,1.81579511282955e-19,6.29805642247113,3.85486508003476e-21,3232,4267,1006,1075,1554,1509,2160,2574,2416,2005,522,468,158.493,196.562,41.741,47.429,72.181,75.392,97.115,117.063,104.014,92.066,21.113,18.980
Bicdl2,0,1.64169341358055,1.85932112980598e-19,4.87150420873061,3.95411020651186e-21,344,328,84,52,145,157,843,767,160,93,1375,1751,16.869,15.110,3.485,2.294,6.735,7.844,37.902,34.882,6.888,4.270,55.614,71.013
Cav2,0,2.38799248301559,1.86532290773853e-19,7.31477458458048,3.97373694242101e-21,2788,2682,3665,3604,4723,4524,1217,1550,2949,2648,4924,4156,136.720,123.548,152.070,159.009,219.375,226.026,54.717,70.492,126.961,121.591,199.160,168.551
Odam,0,4.65210452512317,2.11048189057975e-19,-1.26794160617977,4.50376944161395e-21,2,2,3,0,4,4,3,1,1,1,34,32,0.098,0.092,0.124,0.000,0.186,0.200,0.135,0.045,0.043,0.046,1.375,1.298
Ap4b1,0,1.63709613293502,2.13552838368578e-19,3.74302581171794,4.5650759443741e-21,288,325,393,354,248,243,187,181,240,286,370,343,14.123,14.971,16.307,15.619,11.519,12.141,8.408,8.232,10.333,13.133,14.965,13.911
Kcnj2,0,3.39998858963038,2.23625335560791e-19,3.87029203663994,4.78862155695134e-21,30,22,554,541,796,950,9,8,656,435,51,62,1.471,1.013,22.987,23.869,36.973,47.463,0.405,0.364,28.242,19.974,2.063,2.514
Cdhr4,0,-2.84309791743455,2.25386803168608e-19,1.19217631967825,4.8346335864932e-21,29,17,26,20,16,13,210,195,10,15,19,16,1.422,0.783,1.079,0.882,0.743,0.650,9.442,8.868,0.431,0.689,0.768,0.649
C1galt1,0,1.20881683973671,2.28179978162682e-19,4.70921177281082,4.90294371562626e-21,994,1006,248,214,269,242,565,553,428,465,795,815,48.744,46.342,10.290,9.442,12.495,12.091,25.403,25.150,18.426,21.352,32.155,33.053
Sfn,0,-2.48791214992991,2.41452716090783e-19,9.85654582869231,5.19702118963568e-21,22844,21922,35530,45413,28146,20013,6439,9068,40155,51228,1000,737,1120.237,1009.851,1474.227,2003.629,1307.333,999.881,289.502,412.402,1728.759,2352.294,40.447,29.890
Tmem97,0,1.77662257800743,2.55952443466112e-19,4.12261118250737,5.51853018400757e-21,291,327,300,210,207,225,410,245,293,247,722,663,14.270,15.063,12.448,9.265,9.615,11.241,18.434,11.142,12.614,11.342,29.203,26.889
Galnt12,0,2.2163543241473,3.00076422163526e-19,2.37707974073803,6.48091761323042e-21,111,90,33,23,22,30,98,95,79,83,285,274,5.443,4.146,1.369,1.015,1.022,1.499,4.406,4.320,3.401,3.811,11.527,11.112
Usp6nl,0,-1.23742226141418,3.44119721705915e-19,6.03656578438101,7.44480651838103e-21,2149,2283,1747,1324,1172,1087,2610,2443,1093,881,657,677,105.384,105.168,72.487,58.415,54.437,54.308,117.348,111.105,47.056,40.454,26.574,27.456
Pkd2l1,0,3.06413438985292,3.6700154144527e-19,0.986743458467082,7.95334294533515e-21,4,15,3,0,2,2,34,33,3,0,147,203,0.196,0.691,0.124,0.000,0.093,0.100,1.529,1.501,0.129,0.000,5.946,8.233
Lysmd2,0,-2.19609810312126,3.84677254565123e-19,3.47550536443555,8.35054932828371e-21,300,323,391,396,355,352,235,208,318,239,28,32,14.712,14.879,16.224,17.472,16.489,17.586,10.566,9.460,13.691,10.974,1.133,1.298
Krt16,0,-4.14142551215517,4.05379159381912e-19,5.23712815289803,8.8148601197509e-21,456,572,2099,2820,985,668,172,253,1083,2233,9,6,22.362,26.350,87.093,124.419,45.752,33.374,7.733,11.506,46.625,102.535,0.364,0.243
Cldn3,0,-2.27238863100833,4.25252296349532e-19,6.89916430809465,9.26264246068373e-21,6979,7830,387,269,54,57,7695,7430,368,249,1038,912,342.240,360.694,16.058,11.868,2.508,2.848,345.973,337.908,15.843,11.434,41.984,36.987
Sidt1,0,-4.20146817350458,4.29715631347572e-19,3.19763551957905,9.37567126785791e-21,567,1116,27,8,10,13,574,327,9,15,21,9,27.805,51.409,1.120,0.353,0.464,0.650,25.807,14.872,0.387,0.689,0.849,0.365
Mgp,0,-2.88167477784512,4.3785251850577e-19,6.03415661078907,9.56931439686623e-21,200,316,6501,3748,1779,1835,264,167,2392,2630,16,20,9.808,14.557,269.742,165.362,82.631,91.679,11.870,7.595,102.981,120.765,0.647,0.811
Ercc1,0,-1.5406245760599,4.6952146333984e-19,4.80963308428669,1.02787177853197e-20,620,835,914,714,579,498,915,857,798,834,215,164,30.404,38.465,37.924,31.502,26.894,24.881,41.139,38.975,34.356,38.296,8.696,6.651
Eloa,0,2.02246154684388,4.79810307295532e-19,7.10801407566461,1.05216138617365e-20,2062,2358,1596,1377,1378,1413,2310,2225,2758,2409,5546,5932,101.118,108.623,66.222,60.753,64.006,70.596,103.859,101.190,118.738,110.617,224.318,240.578
Mob3b,0,-1.61694117730044,5.08211996666979e-19,4.7519646380687,1.116312454506e-20,1163,976,363,328,392,360,783,905,1028,1121,186,158,57.032,44.960,15.062,14.471,18.208,17.986,35.204,41.158,44.258,51.474,7.523,6.408
Nfil3,0,2.07241459030586,5.14137647491089e-19,6.85196929988372,1.13122010817054e-20,1341,1412,4646,3992,3145,3711,515,474,5992,5039,1204,1385,65.761,65.045,192.774,176.128,146.080,185.407,23.155,21.557,257.969,231.381,48.698,56.170
Krt18,0,-1.78595004658034,5.15677918399187e-19,9.64927914681546,1.13650639508853e-20,63042,67268,2237,2035,1475,1411,33512,40594,3570,3191,7678,5779,3091.489,3098.744,92.819,89.785,68.511,70.496,1506.726,1846.169,153.696,146.525,310.551,234.373
Copz1,0,1.19268049127567,5.37674246912218e-19,5.64606443606834,1.1869625377951e-20,1098,1273,576,455,472,443,1461,1178,554,478,1823,1920,53.844,58.642,23.900,20.075,21.924,22.133,65.688,53.574,23.851,21.949,73.735,77.867
Atg16l2,0,-1.72334145144702,5.38522426605955e-19,3.7833745298239,1.19081635965333e-20,422,455,348,265,290,292,476,417,418,333,92,76,20.694,20.960,14.439,11.692,13.470,14.589,21.401,18.965,17.996,15.291,3.721,3.082
Kat5,0,-1.20107564469672,5.77322605578002e-19,5.1864603485924,1.27873802773449e-20,1300,1336,874,790,662,692,1038,1032,1114,980,295,266,63.750,61.544,36.264,34.855,30.749,34.573,46.669,46.934,47.960,45.000,11.932,10.788
Calml3,0,-5.2350758914551,5.96366688523679e-19,2.46447912100001,1.32311384958894e-20,6,11,234,265,57,150,281,156,203,162,5,2,0.294,0.507,9.709,11.692,2.648,7.494,12.634,7.095,8.740,7.439,0.202,0.081
Fig4,0,1.43468240627334,6.4646114909391e-19,4.58123368583643,1.4366331875813e-20,395,332,363,375,389,355,496,535,403,302,832,908,19.370,15.294,15.062,16.545,18.068,17.736,22.301,24.331,17.350,13.867,33.652,36.825
Hmmr,0,2.37454670555331,6.63874134003852e-19,3.38663821041358,1.47777273289058e-20,221,225,180,126,35,26,192,118,179,176,603,390,10.838,10.365,7.469,5.559,1.626,1.299,8.632,5.367,7.706,8.082,24.389,15.817
Cenpu,0,2.18219811276179,6.77197733498432e-19,1.66494443896937,1.50992246403492e-20,48,56,31,28,8,12,71,60,37,32,190,180,2.354,2.580,1.286,1.235,0.372,0.600,3.192,2.729,1.593,1.469,7.685,7.300
Cep162,0,-1.83966879089219,6.83825632241499e-19,4.57057752842458,1.52721644935645e-20,1271,1073,309,289,252,374,947,712,732,604,154,133,62.328,49.428,12.821,12.751,11.705,18.686,42.578,32.381,31.514,27.735,6.229,5.394
Clca2,0,2.39086056367326,7.38119959371203e-19,2.22259543565848,1.65119001912392e-20,14,15,55,56,120,98,68,87,24,27,233,276,0.687,0.691,2.282,2.471,5.574,4.896,3.057,3.957,1.033,1.240,9.424,11.193
Mmrn1,0,8.33023061768575,7.54913382347764e-19,-0.884077701853218,1.69153482412814e-20,19,9,0,2,6,4,0,0,23,15,11,35,0.932,0.415,0.000,0.088,0.279,0.200,0.000,0.000,0.990,0.689,0.445,1.419
Galnt10,0,1.42177149769953,7.63382275620121e-19,6.15506376121147,1.7133197988457e-20,978,1131,1957,1612,1385,1363,1510,1051,1194,1097,1884,2360,47.960,52.100,81.201,71.122,64.331,68.098,67.891,47.798,51.404,50.372,76.202,95.712
Ibtk,0,1.21939737740884,7.90137290621107e-19,5.7057362243119,1.77627537646527e-20,1265,1322,955,777,785,729,1236,924,999,877,1544,1572,62.034,60.899,39.625,34.281,36.462,36.422,55.572,42.022,43.009,40.270,62.450,63.754
1700020L24Rik,0,2.59201494331433,7.99294895028369e-19,0.302428446150867,1.79980306765283e-20,6,4,12,11,6,8,25,22,14,5,69,108,0.294,0.184,0.498,0.485,0.279,0.400,1.124,1.001,0.603,0.230,2.791,4.380
Rnf103,0,-1.47781351809992,8.40370183689304e-19,5.09594084377748,1.89538585894089e-20,1363,1325,863,694,701,737,868,725,1275,1076,210,145,66.840,61.037,35.808,30.619,32.560,36.822,39.026,32.972,54.891,49.408,8.494,5.881
Klf11,0,-1.67505210398134,8.45622759739631e-19,5.76257180910698,1.91034392170475e-20,1508,1698,2225,1617,1043,1354,1700,1192,1510,1278,270,290,73.950,78.219,92.321,71.342,48.446,67.648,76.433,54.211,65.009,58.683,10.921,11.761
Edn1,0,-2.22600467301743,8.59569740173153e-19,5.78623328944375,1.9513393785159e-20,2041,2396,237,219,45,49,3253,4787,217,355,572,509,100.088,110.373,9.834,9.662,2.090,2.448,146.257,217.707,9.342,16.301,23.136,20.643
D730002M21Rik,0,1.99408737182387,8.59569740173153e-19,3.38927710336692,1.94948113014716e-20,75,90,18,31,47,46,233,294,18,19,627,688,3.678,4.146,0.747,1.368,2.183,2.298,10.476,13.371,0.775,0.872,25.360,27.902
Slc27a3,0,2.1707077057886,8.59569740173153e-19,4.10276822510528,1.94532406681579e-20,94,130,959,699,588,735,61,58,672,474,153,181,4.610,5.989,39.791,30.840,27.312,36.722,2.743,2.638,28.931,21.765,6.188,7.341
Plcd1,0,-2.54865162836726,9.64380237259678e-19,3.90537753501026,2.1928216145792e-20,321,356,629,526,679,609,132,123,498,455,16,11,15.741,16.399,26.099,23.207,31.538,30.427,5.935,5.594,21.440,20.893,0.647,0.446
Phactr1,0,1.79338707805237,9.71558208501874e-19,3.71888101619502,2.21271765356584e-20,116,161,44,42,58,67,308,384,58,59,749,753,5.688,7.417,1.826,1.853,2.694,3.347,13.848,17.464,2.497,2.709,30.295,30.539
Pdzrn3,0,-1.83372532058989,1.04434419575217e-18,5.24151841076303,2.38232974489992e-20,932,1211,420,339,88,168,2377,1796,1277,1118,372,353,45.704,55.785,17.427,14.957,4.087,8.394,106.872,81.680,54.978,51.336,15.046,14.316
Tmprss4,0,1.38173527902061,1.10408961861542e-18,5.29967793082625,2.52268167761939e-20,258,274,42,40,21,13,1268,1451,2,0,2351,2079,12.652,12.622,1.743,1.765,0.975,0.650,57.010,65.990,0.086,0.000,95.090,84.316
Icam1,0,-1.38067979276073,1.12645685991662e-18,9.98107654488441,2.57793210518466e-20,10858,12125,44724,34713,29185,28850,13918,11701,57688,51460,3337,2771,532.461,558.546,1855.709,1531.543,1355.593,1441.391,625.764,532.148,2483.593,2362.947,134.971,112.381
Fen1,0,1.95466941026725,1.13063092678096e-18,5.95091784636487,2.59164453211869e-20,920,831,729,627,372,495,1548,886,691,614,2479,3331,45.115,38.281,30.248,27.663,17.279,24.731,69.599,40.294,29.749,28.194,100.268,135.092
Arl4a,0,1.4431669819174,1.15549757169348e-18,5.38257160533052,2.652895561782e-20,1027,993,856,629,476,504,791,779,861,739,1144,1517,50.363,45.743,35.518,27.752,22.109,25.181,35.564,35.428,37.068,33.933,46.271,61.523
AI463229,0,2.10862630549512,1.18293013234958e-18,1.10703591634999,2.72023007733355e-20,17,22,4,3,4,3,60,59,3,0,163,157,0.834,1.013,0.166,0.132,0.186,0.150,2.698,2.683,0.129,0.000,6.593,6.367
Spcs3,0,1.48907159370612,1.18382507121052e-18,5.75837587631503,2.72664371234331e-20,1142,1197,540,375,362,349,1557,1023,746,642,2265,2208,56.002,55.141,22.406,16.545,16.814,17.437,70.004,46.525,32.117,29.479,91.612,89.548
Hecw2,0,3.97308808269127,1.22230986598591e-18,2.08681471275169,2.81978102937255e-20,19,12,194,158,253,234,5,4,90,77,50,40,0.932,0.553,8.050,6.971,11.751,11.691,0.225,0.182,3.875,3.536,2.022,1.622
Tspan8,0,2.69749808461157,1.24708569296185e-18,3.85294273421099,2.88152549828927e-20,1413,1600,54,96,31,36,31,29,537,370,105,138,69.291,73.705,2.241,4.236,1.440,1.799,1.394,1.319,23.119,16.990,4.247,5.597
Vcl,0,-2.00414115438463,1.27732396593262e-18,9.18346690022234,2.95609394963617e-20,6551,8646,26605,26401,28145,23448,6842,7237,15145,18040,1109,1082,321.252,398.284,1103.907,1164.817,1307.286,1171.499,307.622,329.130,652.025,828.363,44.856,43.882
Mettl7a1,0,2.33890068531278,1.27919933556661e-18,4.11185526336189,2.96514066524511e-20,312,262,438,645,747,762,77,101,311,384,304,260,15.300,12.069,18.174,28.458,34.697,38.071,3.462,4.593,13.389,17.633,12.296,10.545
Mark3,0,-1.26209036289172,1.31037967957371e-18,6.60606035131983,3.04223693958942e-20,2494,2987,2962,2523,2740,2370,2972,2744,2080,2042,731,752,122.302,137.598,122.901,111.315,127.268,118.409,133.623,124.794,89.548,93.765,29.567,30.498
Slc4a11,0,-3.49206225776695,1.32595087525907e-18,3.28261712447328,3.08326632018739e-20,238,481,192,155,136,144,186,143,637,576,7,11,11.671,22.158,7.967,6.839,6.317,7.194,8.363,6.503,27.424,26.449,0.283,0.446
Gm15484,0,-1.37298694449574,1.36751968210502e-18,5.37624420703616,3.18495882399086e-20,1453,1482,1429,1094,693,630,1085,869,1468,1485,211,257,71.253,68.269,59.293,48.267,32.189,31.476,48.782,39.521,63.201,68.188,8.534,10.423
Lif,0,-2.93511540741707,1.39369131110828e-18,7.74930085624634,3.25104047699567e-20,14174,15206,4101,3426,299,193,8699,12624,1189,1263,1041,712,695.073,700.474,170.161,151.156,13.888,9.643,391.114,574.125,51.189,57.995,42.105,28.876
Nedd4l,0,-1.34164087037892,1.51103924789562e-18,6.39854620939271,3.53033563565148e-20,4263,5097,1345,1319,1179,1062,3001,3276,889,877,832,715,209.051,234.797,55.807,58.195,54.763,53.059,134.927,148.989,38.273,40.270,33.652,28.998
Yipf5,0,1.16047838115119,1.58784222476023e-18,5.54618028271346,3.7156174066283e-20,843,806,791,700,829,719,1162,969,775,788,1476,1482,41.340,37.129,32.821,30.884,38.506,35.922,52.244,44.069,33.365,36.183,59.699,60.104
Esr1,0,2.00823096330542,1.61299515528707e-18,4.25866180524266,3.78041103027287e-20,1810,1525,79,139,115,106,195,168,106,126,433,475,88.760,70.250,3.278,6.133,5.342,5.296,8.767,7.640,4.564,5.786,17.513,19.264
Gm16793,0,2.48992775150159,1.62343415260963e-18,-0.358901275445446,3.81085024969626e-20,3,5,13,7,6,7,15,14,2,7,47,55,0.147,0.230,0.539,0.309,0.279,0.350,0.674,0.637,0.086,0.321,1.901,2.231
Sectm1b,0,2.26958707567387,1.6535598601961e-18,4.37143582753019,3.88765131412232e-20,287,347,188,181,145,155,319,369,170,343,1015,1060,14.074,15.985,7.801,7.986,6.735,7.744,14.342,16.782,7.319,15.750,41.054,42.989
Lypd3,0,-2.49681443691893,1.75824142199339e-18,6.11902555259996,4.14023514505969e-20,4586,5745,824,1109,668,596,1524,1641,1583,2727,209,141,224.891,264.647,34.190,48.929,31.027,29.777,68.520,74.631,68.152,125.219,8.453,5.718
Duox1,0,1.85335540051684,1.87610566379377e-18,4.82501205618751,4.42467982814602e-20,66,132,149,97,130,106,708,743,162,141,1416,1857,3.237,6.081,6.182,4.280,6.038,5.296,31.832,33.791,6.974,6.474,57.273,75.312
Plcxd2,0,1.914822651346,2.13952174609846e-18,4.41354099161057,5.05380242464848e-20,92,132,496,396,313,220,338,497,139,123,934,1045,4.512,6.081,20.580,17.472,14.538,10.992,15.197,22.603,5.984,5.648,37.777,42.381
Prkx,0,-1.36475494746792,2.17732475862462e-18,5.84107203309653,5.15110864930876e-20,1547,1832,1849,1559,1282,1057,1483,1539,1724,1869,381,351,75.863,84.392,76.720,68.783,59.547,52.809,66.677,69.992,74.222,85.821,15.410,14.235
Bet1,0,1.20477240516967,2.25813311827597e-18,4.61021240799762,5.35059320861594e-20,348,377,325,325,304,353,680,581,352,300,945,861,17.065,17.367,13.485,14.339,14.120,17.636,30.573,26.423,15.154,13.775,38.222,34.919
Ivd,0,1.66385377927136,2.58726223976732e-18,5.06697412236182,6.13997624875795e-20,704,664,337,200,279,271,946,616,222,175,1499,1558,34.523,30.588,13.983,8.824,12.959,13.540,42.533,28.015,9.558,8.036,60.630,63.186
Podxl,0,-1.50024628607654,2.58814744706594e-18,6.67047119960652,6.15159958351888e-20,12107,13243,209,174,135,146,1860,1805,809,1010,417,390,593.710,610.047,8.672,7.677,6.271,7.294,83.627,82.089,34.829,46.377,16.866,15.817
Pcca,0,1.11215871296254,2.77219890675817e-18,4.96902006074778,6.5992593276888e-20,650,786,608,580,490,484,702,643,542,543,929,880,31.875,36.208,25.227,25.590,22.760,24.181,31.562,29.243,23.334,24.934,37.575,35.689
Plekhd1,0,4.09225550468626,2.82119865382625e-18,1.06395051959838,6.72628399749589e-20,130,114,2,5,3,0,6,15,5,14,90,137,6.375,5.251,0.083,0.221,0.139,0.000,0.270,0.682,0.215,0.643,3.640,5.556
Ufsp2,0,1.17378914220637,2.83080423615571e-18,4.89508262698653,6.7596009759927e-20,523,496,528,532,578,531,734,608,432,393,989,891,25.647,22.849,21.908,23.472,26.847,26.530,33.001,27.651,18.599,18.046,40.002,36.135
Adgrf1,0,2.10509076508423,2.95357375984578e-18,2.27345427689855,7.06362612274092e-20,29,37,35,29,18,11,123,118,9,12,337,309,1.422,1.704,1.452,1.279,0.836,0.550,5.530,5.367,0.387,0.551,13.631,12.532
Rras2,0,-1.37669972414753,3.14566862112692e-18,5.14119778822705,7.53460492421953e-20,1580,1739,802,557,394,330,1418,1108,790,743,314,289,77.481,80.108,33.277,24.575,18.301,16.487,63.754,50.391,34.011,34.117,12.700,11.721
1700019D03Rik,0,4.35516706268764,3.15974369700353e-18,2.56430168962501,7.57994367138711e-20,8,5,361,321,298,269,5,6,51,119,81,62,0.392,0.230,14.979,14.163,13.842,13.440,0.225,0.273,2.196,5.464,3.276,2.514
Tspan2,0,1.45119727996408,3.32153439476935e-18,6.43997825462549,7.98028610244816e-20,363,368,3746,3265,5812,4970,292,281,2317,1867,431,545,17.801,16.952,155.431,144.052,269.957,248.309,13.129,12.780,99.752,85.729,17.433,22.103
Bahd1,0,-1.19782320643656,3.61782885487995e-18,5.27352704174486,8.70547139737109e-20,1041,1239,1121,936,708,679,1125,1057,1292,1236,316,276,51.049,57.075,46.513,41.296,32.885,33.924,50.581,48.071,55.623,56.755,12.781,11.193
Zfp710,0,1.34566249493858,3.68864234713646e-18,4.39326145136185,8.88943941048009e-20,635,736,248,212,242,267,437,405,435,320,616,716,31.139,33.904,10.290,9.353,11.240,13.340,19.648,18.419,18.728,14.694,24.915,29.038
Tnks1bp1,0,-1.2635711515346,3.80981710121518e-18,6.70026503478915,9.19548187349483e-20,2958,3447,3187,3061,2580,2503,2346,2220,3442,3237,608,576,145.056,158.788,132.236,135.052,119.837,125.054,105.478,100.963,148.186,148.637,24.592,23.360
